,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
710,Van Nest,40.84360847124718,-73.8662991807561,Chicken N Ribs,40.8465213186058,-73.8638932997174,BBQ Joint
711,Van Nest,40.84360847124718,-73.8662991807561,Furniture World,40.840714,-73.863523,Furniture / Home Store
712,Van Nest,40.84360847124718,-73.8662991807561,R&Z Gourmet Deli,40.846251,-73.862489,Deli / Bodega
713,Van Nest,40.84360847124718,-73.8662991807561,825 Morris Park Deli,40.84635126263939,-73.86182599356454,Deli / Bodega
714,Morris Park,40.847549063536334,-73.85040178030421,Ann Clair's Salumeria,40.85004616007053,-73.8517963510315,Deli / Bodega
715,Morris Park,40.847549063536334,-73.85040178030421,Patricia's,40.84931298339339,-73.85353576737785,Italian Restaurant
716,Morris Park,40.847549063536334,-73.85040178030421,Burger Time,40.849123999999996,-73.85341600000001,Burger Joint
717,Morris Park,40.847549063536334,-73.85040178030421,Captain's Pizzeria & Restaurant,40.848876976000696,-73.85437663865966,Pizza Place
718,Morris Park,40.847549063536334,-73.85040178030421,Emilio's Pizza,40.848934633803005,-73.85457970598979,Pizza Place
719,Morris Park,40.847549063536334,-73.85040178030421,S&J Deli,40.84649548725435,-73.84834191938154,Deli / Bodega
720,Morris Park,40.847549063536334,-73.85040178030421,Chase Bank,40.84889750652773,-73.85388200257563,Bank
721,Morris Park,40.847549063536334,-73.85040178030421,Captain's Pizza,40.84887580417101,-73.85437462135108,Pizza Place
722,Morris Park,40.847549063536334,-73.85040178030421,La Masa,40.84803914725375,-73.85618214016417,Arepa Restaurant
723,Morris Park,40.847549063536334,-73.85040178030421,Doyle's Pub,40.84846317892645,-73.855371226226,Bar
724,Morris Park,40.847549063536334,-73.85040178030421,Dunkin',40.84931368449673,-73.85307153091003,Donut Shop
725,Morris Park,40.847549063536334,-73.85040178030421,Walgreens,40.8507673,-73.8513165,Pharmacy
726,Morris Park,40.847549063536334,-73.85040178030421,Healthy Fresh Inc,40.848728,-73.855363,Juice Bar
727,Morris Park,40.847549063536334,-73.85040178030421,M&R Deli,40.85097826099314,-73.84833686299714,Sandwich Place
728,Morris Park,40.847549063536334,-73.85040178030421,La Casa Del Caffe,40.84867491944407,-73.85497310878064,Coffee Shop
729,Morris Park,40.847549063536334,-73.85040178030421,Big Deal Supermarket,40.84825,-73.855551,Grocery Store
730,Morris Park,40.847549063536334,-73.85040178030421,Luciano's Pizza,40.84826855223357,-73.85599987451863,Pizza Place
731,Morris Park,40.847549063536334,-73.85040178030421,Joseph Scaglione Bakery,40.849240623263306,-73.85361329249675,Bakery
732,Morris Park,40.847549063536334,-73.85040178030421,The Stand,40.84886768657605,-73.85450261380268,Burger Joint
733,Morris Park,40.847549063536334,-73.85040178030421,Monte Grab & Go Market,40.848888086684624,-73.8449382450911,Buffet
734,Morris Park,40.847549063536334,-73.85040178030421,Morris Park Bake Shop,40.848487,-73.85609000000001,Bakery
735,Belmont,40.85727710073895,-73.88845196134804,Tino's Delicatessen,40.85588217093613,-73.88716612015719,Italian Restaurant
736,Belmont,40.85727710073895,-73.88845196134804,Casa Della Mozzarella,40.85543999994273,-73.88737265373734,Deli / Bodega
737,Belmont,40.85727710073895,-73.88845196134804,Full Moon Pizzeria,40.855505712207126,-73.88755698445503,Pizza Place
738,Belmont,40.85727710073895,-73.88845196134804,DeLillo Pastry Shop,40.85536383666541,-73.88719756785711,Dessert Shop
739,Belmont,40.85727710073895,-73.88845196134804,Gino's Pastry Shop,40.855647999999995,-73.888196,Dessert Shop
740,Belmont,40.85727710073895,-73.88845196134804,Zero Otto Nove,40.85471353015844,-73.88838751470229,Pizza Place
741,Belmont,40.85727710073895,-73.88845196134804,Teitel Brothers Imported Italian Specialty Products,40.85474415987506,-73.88822018662913,Food & Drink Shop
742,Belmont,40.85727710073895,-73.88845196134804,Cosenza's Fish Market,40.85466025221803,-73.88833461814113,Fish Market
743,Belmont,40.85727710073895,-73.88845196134804,Arthur Avenue Fiasco,40.854844,-73.887908,Italian Restaurant
744,Belmont,40.85727710073895,-73.88845196134804,Egidio Pastry Shop,40.85514224140267,-73.88697184841936,Bakery
745,Belmont,40.85727710073895,-73.88845196134804,Madonia Bakery,40.85441232476012,-73.88851590024353,Bakery
746,Belmont,40.85727710073895,-73.88845196134804,Borgatti's Ravioli & Egg Noodles,40.855014997992136,-73.88652145739076,Food & Drink Shop
747,Belmont,40.85727710073895,-73.88845196134804,Arthur Avenue Retail Market,40.854156791455715,-73.88817917236352,Market
748,Belmont,40.85727710073895,-73.88845196134804,Calabria Pork Store,40.85414529023418,-73.88877606219484,Italian Restaurant
749,Belmont,40.85727710073895,-73.88845196134804,Simon's Deli & Bagels,40.857424338663805,-73.88597284190821,Deli / Bodega
750,Belmont,40.85727710073895,-73.88845196134804,Mike's Deli,40.85413107559137,-73.8881359312148,Deli / Bodega
751,Belmont,40.85727710073895,-73.88845196134804,Michaelangelo's Coal Fired Brick Oven Pizza Restaurant,40.85741189614754,-73.88646821282298,Italian Restaurant
752,Belmont,40.85727710073895,-73.88845196134804,White Castle,40.85900319252771,-73.88649446049982,Fast Food Restaurant
753,Belmont,40.85727710073895,-73.88845196134804,Modern Market,40.85524546284461,-73.88785881084709,Grocery Store
754,Belmont,40.85727710073895,-73.88845196134804,Pugsley Pizza,40.8588177574385,-73.88480770171738,Pizza Place
755,Belmont,40.85727710073895,-73.88845196134804,Bellini's Pizza,40.8570710822463,-73.88535048830875,Pizza Place
756,Belmont,40.85727710073895,-73.88845196134804,Antonio's Trattoria,40.854082862115455,-73.88661644989108,Italian Restaurant
757,Belmont,40.85727710073895,-73.88845196134804,Enzo's,40.854354554251444,-73.88864359312625,Italian Restaurant
758,Belmont,40.85727710073895,-73.88845196134804,The Bronx Beer Hall,40.854197571164775,-73.88823312783984,Bar
759,Belmont,40.85727710073895,-73.88845196134804,Emilia's Restaurant,40.85412010500031,-73.88890998498077,Italian Restaurant
760,Belmont,40.85727710073895,-73.88845196134804,Dominick's Restaurant,40.85421506482662,-73.88876521498301,Italian Restaurant
761,Belmont,40.85727710073895,-73.88845196134804,Arthur Cantina Wine & Liquor,40.85469470008847,-73.88836435784827,Liquor Store
762,Belmont,40.85727710073895,-73.88845196134804,Mario's Restaurant & Catering,40.854243777661196,-73.88843667516853,Italian Restaurant
763,Belmont,40.85727710073895,-73.88845196134804,Mt. Carmel Wine & Spirits Co.,40.85541601340869,-73.8872427462712,Liquor Store
764,Belmont,40.85727710073895,-73.88845196134804,Estrellita Poblana,40.85400959882801,-73.88892348848158,Mexican Restaurant
765,Belmont,40.85727710073895,-73.88845196134804,Gerbasi Ristorante,40.855704054640576,-73.88741072750854,Italian Restaurant
766,Belmont,40.85727710073895,-73.88845196134804,Morrone Pastry Shop & Cafe,40.854635750374605,-73.88840016473603,Dessert Shop
767,Belmont,40.85727710073895,-73.88845196134804,Joes Italian Deli,40.85439129501429,-73.8853668865723,Deli / Bodega
768,Belmont,40.85727710073895,-73.88845196134804,Artuso Pastry Shop,40.854324604875096,-73.88511207332353,Bakery
769,Belmont,40.85727710073895,-73.88845196134804,TCK Martial Arts Academy,40.85772906763519,-73.88361299571267,Martial Arts School
770,Belmont,40.85727710073895,-73.88845196134804,Tra Di Noi,40.855139534007634,-73.88679442998631,Italian Restaurant
771,Belmont,40.85727710073895,-73.88845196134804,Roberto's,40.853607,-73.88843,Italian Restaurant
772,Belmont,40.85727710073895,-73.88845196134804,Cafe al Mercato,40.85417649340613,-73.88808455700543,Italian Restaurant
773,Belmont,40.85727710073895,-73.88845196134804,Addeo & Sons Bakery,40.85449717034133,-73.88759144753934,Bakery
774,Belmont,40.85727710073895,-73.88845196134804,Tuff City Tattoos,40.857715183054,-73.88364041094518,Tattoo Parlor
775,Belmont,40.85727710073895,-73.88845196134804,Best Deli & Grocery,40.85955036756025,-73.88717333450916,Deli / Bodega
776,Belmont,40.85727710073895,-73.88845196134804,Pizza Studio - Fordham,40.86074889186513,-73.88981540589373,Pizza Place
777,Belmont,40.85727710073895,-73.88845196134804,Pasquale Riggaletto's,40.853744601208376,-73.88926386660914,Italian Restaurant
778,Belmont,40.85727710073895,-73.88845196134804,Calandra's Cheese,40.85375691342471,-73.88907421950137,Cheese Shop
779,Belmont,40.85727710073895,-73.88845196134804,David Greco's Arthur Avenue Trattoria,40.854031511759736,-73.88887832314941,Italian Restaurant
780,Belmont,40.85727710073895,-73.88845196134804,Randazzo's Seafood,40.854059,-73.88913199999999,Fish Market
781,Belmont,40.85727710073895,-73.88845196134804,Tony & Tina's Pizza,40.857431933012315,-73.88602914297164,Pizza Place
782,Belmont,40.85727710073895,-73.88845196134804,Prince Coffee House,40.85358840710895,-73.88912213488182,Café
783,Belmont,40.85727710073895,-73.88845196134804,San Gennaro Ristorante,40.854217,-73.8891,Italian Restaurant
784,Belmont,40.85727710073895,-73.88845196134804,Clinton Hall,40.857304458110725,-73.8858122629058,American Restaurant
785,Belmont,40.85727710073895,-73.88845196134804,Terranova Bakery,40.8542927142093,-73.88513190462093,Bakery
786,Belmont,40.85727710073895,-73.88845196134804,M&G Diner,40.85516971967267,-73.88773144856515,Diner
787,Belmont,40.85727710073895,-73.88845196134804,Ann & Tony's - An Original Arthur Avenue Restaurant,40.855704465427415,-73.88744918407676,Italian Restaurant
788,Belmont,40.85727710073895,-73.88845196134804,Cerini Coffee & Gifts,40.854,-73.8887,Gourmet Shop
789,Belmont,40.85727710073895,-73.88845196134804,Çka Ka Qëllu,40.853835,-73.888021,Eastern European Restaurant
790,Belmont,40.85727710073895,-73.88845196134804,Starbucks,40.86063643,-73.89027008,Coffee Shop
791,Belmont,40.85727710073895,-73.88845196134804,East Fordham Road,40.86114473768955,-73.89052603849369,Plaza
792,Belmont,40.85727710073895,-73.88845196134804,TD Bank,40.8577716,-73.8841875,Bank
793,Belmont,40.85727710073895,-73.88845196134804,Enterprise Rent-A-Car,40.858490636412895,-73.88432532548904,Rental Car Location
794,Belmont,40.85727710073895,-73.88845196134804,Mugz,40.857309011647914,-73.88597845458973,Bar
795,Belmont,40.85727710073895,-73.88845196134804,Rams Deli Plus,40.858559,-73.885937,Deli / Bodega
796,Belmont,40.85727710073895,-73.88845196134804,7-Eleven,40.8582643,-73.8855593,Convenience Store
797,Belmont,40.85727710073895,-73.88845196134804,TJ Maxx,40.8605059,-73.8902992,Department Store
798,Belmont,40.85727710073895,-73.88845196134804,University Pizza & Restaurant,40.85870680479297,-73.88585753180512,Pizza Place
799,Belmont,40.85727710073895,-73.88845196134804,Dollar Tree,40.8576257142857,-73.89109,Discount Store
800,Belmont,40.85727710073895,-73.88845196134804,Arthur Avenue Cigars,40.8540840193801,-73.88876614274342,Smoke Shop
801,Belmont,40.85727710073895,-73.88845196134804,Sake II,40.8542650842672,-73.88461563532414,Japanese Restaurant
802,Belmont,40.85727710073895,-73.88845196134804,Kasike Mofongo House,40.8599293695359,-73.89317656303486,Spanish Restaurant
803,Belmont,40.85727710073895,-73.88845196134804,Catania's Pizzeria & Cafe Inc.,40.85363375882053,-73.88933672847328,Pizza Place
804,Belmont,40.85727710073895,-73.88845196134804,Planet Wings,40.85419797917459,-73.88460465788225,Wings Joint
805,Belmont,40.85727710073895,-73.88845196134804,Rite Aid,40.8529057,-73.8894812,Pharmacy
806,Belmont,40.85727710073895,-73.88845196134804,Howl At The Moon,40.857572927824215,-73.88644395048595,Piano Bar
807,Belmont,40.85727710073895,-73.88845196134804,Starbucks,40.861106,-73.886148,Coffee Shop
808,Belmont,40.85727710073895,-73.88845196134804,Carvel,40.860305,-73.892481,Ice Cream Shop
809,Belmont,40.85727710073895,-73.88845196134804,Dunkin',40.85408318071603,-73.89121845658315,Donut Shop
810,Belmont,40.85727710073895,-73.88845196134804,Chase Bank,40.85567027526144,-73.88705752857294,Bank
811,Belmont,40.85727710073895,-73.88845196134804,Dunkin Donuts at Beer Cave,40.858514,-73.885103,Donut Shop
812,Belmont,40.85727710073895,-73.88845196134804,Famous Footware,40.85971388179236,-73.89095093753623,Shoe Store
813,Belmont,40.85727710073895,-73.88845196134804,Famous Foot Wear,40.860384,-73.890067,Shoe Store
814,Belmont,40.85727710073895,-73.88845196134804,Subway,40.85369,-73.888873,Sandwich Place
815,Belmont,40.85727710073895,-73.88845196134804,Chase Bank,40.860690856581115,-73.89013443113484,Bank
816,Belmont,40.85727710073895,-73.88845196134804,SUBWAY,40.86065708075232,-73.88945320961489,Sandwich Place
817,Belmont,40.85727710073895,-73.88845196134804,Best Buy,40.8608744,-73.8916732,Electronics Store
818,Belmont,40.85727710073895,-73.88845196134804,CTown Supermarkets,40.8539793,-73.8858192,Grocery Store
819,Belmont,40.85727710073895,-73.88845196134804,Shell,40.85838677,-73.88542718,Gas Station
820,Belmont,40.85727710073895,-73.88845196134804,Chipotle Mexican Grill,40.86033458808209,-73.89050734400826,Mexican Restaurant
821,Belmont,40.85727710073895,-73.88845196134804,Arthur Avenue Cafe,40.85406831774407,-73.8888375888388,Italian Restaurant
822,Belmont,40.85727710073895,-73.88845196134804,Kennedy's Chicken And Biscuits,40.85743,-73.89080600000001,Fried Chicken Joint
823,Belmont,40.85727710073895,-73.88845196134804,Dunkin',40.85870272255956,-73.88473962134822,Donut Shop
824,Belmont,40.85727710073895,-73.88845196134804,Jet Set Hotel,40.855367,-73.890782,Hotel
825,Belmont,40.85727710073895,-73.88845196134804,Bella Pizza,40.855,-73.89070500000001,Pizza Place
826,Belmont,40.85727710073895,-73.88845196134804,Belmont Avenue & East 189th Street,40.856693246960354,-73.8846404850483,Intersection
827,Belmont,40.85727710073895,-73.88845196134804,JJ Restaurant Sport Bar,40.854349,-73.891077,Spanish Restaurant
828,Belmont,40.85727710073895,-73.88845196134804,Jazzman's Cafe & Bakery @ Walsh Library,40.86103340027349,-73.88717849077193,Café
829,Belmont,40.85727710073895,-73.88845196134804,Sun Deli,40.860082,-73.89209,Deli / Bodega
830,Belmont,40.85727710073895,-73.88845196134804,"MTA MaBSTOA & Bee-Line Bus at E. Fordham Road & Cambreleng Ave: (Bx9, Bx12 & Select +SBS, Bx17, Bx22 & BL 60, 61, 62X)",40.85800381627,-73.88291789264353,Bus Station
831,Belmont,40.85727710073895,-73.88845196134804,Webster Avenue & East 187th Street,40.85890312739454,-73.89387606132362,Intersection
832,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Henry Hudson Memorial Park,40.8807484604287,-73.91918989994824,Park
833,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Siam Square,40.8787962348852,-73.91670090763066,Thai Restaurant
834,Spuyten Duyvil,40.88139497727086,-73.91719048210393,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium
835,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Chase Bank,40.878666,-73.91724,Bank
836,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Rite Aid,40.878349,-73.917611,Pharmacy
837,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Empire19,40.87861197081991,-73.91732198083211,Asian Restaurant
838,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Ben's Market Basket,40.878591047927394,-73.9174855636529,Grocery Store
839,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Seton Park - Tennis Courts,40.88502789371972,-73.91572554585636,Tennis Court
840,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Half Moon Overlook,40.88011141094934,-73.92240453379507,Scenic Lookout
841,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Arlington Avenue & West 232nd Street,40.88401563216687,-73.91252232171007,Intersection
842,Spuyten Duyvil,40.88139497727086,-73.91719048210393,Spuyten Duyvil Shorefront Park,40.87862004519057,-73.9217283337996,Park
843,North Riverdale,40.90854282950666,-73.90453054908927,Nona's Pizza,40.910155696805184,-73.90302574970092,Pizza Place
844,North Riverdale,40.90854282950666,-73.90453054908927,Riverdale Steakhouse,40.90669106081043,-73.90404852446946,Burger Joint
845,North Riverdale,40.90854282950666,-73.90453054908927,Riverdale Bagels,40.90561167896858,-73.90423892885934,Bagel Shop
846,North Riverdale,40.90854282950666,-73.90453054908927,Tokyo House,40.90567203906053,-73.90430870547758,Sushi Restaurant
847,North Riverdale,40.90854282950666,-73.90453054908927,Madison's,40.90648305752465,-73.90396530525271,Italian Restaurant
848,North Riverdale,40.90854282950666,-73.90453054908927,Capital One Bank,40.9081132,-73.904055,Bank
849,North Riverdale,40.90854282950666,-73.90453054908927,Dunkin',40.906745669714034,-73.90464169816494,Donut Shop
850,North Riverdale,40.90854282950666,-73.90453054908927,Noni's Coffee Shop,40.90735450795435,-73.90416054486849,Coffee Shop
851,North Riverdale,40.90854282950666,-73.90453054908927,Riverdale YM-YWHA,40.90504914923492,-73.90810534596709,Social Club
852,North Riverdale,40.90854282950666,-73.90453054908927,Beccofino,40.9054667242996,-73.90042336967397,Italian Restaurant
853,North Riverdale,40.90854282950666,-73.90453054908927,Addeo's Riverdale Pizzeria,40.90575686550095,-73.9042416969571,Pizza Place
854,North Riverdale,40.90854282950666,-73.90453054908927,Skyview Pool,40.90695547325554,-73.9069701053637,Pool
855,North Riverdale,40.90854282950666,-73.90453054908927,Baskin-Robbins,40.90664198827557,-73.90467587241307,Ice Cream Shop
856,North Riverdale,40.90854282950666,-73.90453054908927,Carlos & Gabby's - Riverdale,40.906566049541226,-73.90439723485366,Mexican Restaurant
857,North Riverdale,40.90854282950666,-73.90453054908927,Chase Bank,40.90584,-73.904025,Bank
858,North Riverdale,40.90854282950666,-73.90453054908927,SUBWAY,40.906114967645465,-73.90444195849047,Sandwich Place
859,North Riverdale,40.90854282950666,-73.90453054908927,Dino's Pizzeria,40.90517102933955,-73.90147193175798,Pizza Place
860,North Riverdale,40.90854282950666,-73.90453054908927,New China,40.905181,-73.901078,Chinese Restaurant
861,North Riverdale,40.90854282950666,-73.90453054908927,Golden Phoenix Chinese Restaurant,40.90568876262962,-73.90429772559949,Chinese Restaurant
862,North Riverdale,40.90854282950666,-73.90453054908927,CTown Supermarkets,40.9052883,-73.9010988,Grocery Store
863,North Riverdale,40.90854282950666,-73.90453054908927,"MTA MaBSTOA & Bee-Line Bus at Riverdale Ave & W. 263rd St: (Bx7, Bx10, BxM1, BxM2, BxM18 & BL 8)",40.91277623413809,-73.9026008498489,Bus Station
864,Pelham Bay,40.85064140940335,-73.8320737824047,Empire Bagels,40.8493916428526,-73.83052713165733,Bagel Shop
865,Pelham Bay,40.85064140940335,-73.8320737824047,Zeppieri & Sons Italian Bakery,40.847119272159645,-73.83205709805584,Bakery
866,Pelham Bay,40.85064140940335,-73.8320737824047,Key Food,40.85075906754876,-73.83022703369909,Supermarket
867,Pelham Bay,40.85064140940335,-73.8320737824047,iLoveKickboxing,40.8528708,-73.8280849,Gym
868,Pelham Bay,40.85064140940335,-73.8320737824047,Lucca Italian Restaurant,40.847676,-73.831834,Italian Restaurant
869,Pelham Bay,40.85064140940335,-73.8320737824047,Giovanni's Italian Restaurant,40.85178560311938,-73.82978599125016,Italian Restaurant
870,Pelham Bay,40.85064140940335,-73.8320737824047,George's Restaurant,40.84694474346586,-73.83218412978853,Diner
871,Pelham Bay,40.85064140940335,-73.8320737824047,Pruzzo's,40.846830893319044,-73.83266303397475,Deli / Bodega
872,Pelham Bay,40.85064140940335,-73.8320737824047,Planet Fitness,40.84829046054853,-73.83087490241945,Gym / Fitness Center
873,Pelham Bay,40.85064140940335,-73.8320737824047,Mexico Magico Restaurant,40.84665466644338,-73.83207247777908,Mexican Restaurant
874,Pelham Bay,40.85064140940335,-73.8320737824047,Honey's Thai Pavilion,40.84784479852375,-73.83131988215104,Thai Restaurant
875,Pelham Bay,40.85064140940335,-73.8320737824047,Bases Loaded,40.84723270317454,-73.83229038332479,Sports Bar
876,Pelham Bay,40.85064140940335,-73.8320737824047,Shangri-La,40.84715972410305,-73.83264181934335,Asian Restaurant
877,Pelham Bay,40.85064140940335,-73.8320737824047,Dunkin',40.8526047,-73.8274719,Donut Shop
878,Pelham Bay,40.85064140940335,-73.8320737824047,Juice Me,40.84825906382749,-73.83136996335718,Juice Bar
879,Pelham Bay,40.85064140940335,-73.8320737824047,Carvel,40.847676,-73.831834,Ice Cream Shop
880,Pelham Bay,40.85064140940335,-73.8320737824047,Pelham Bay Mini Mart,40.85307825115419,-73.82735634075618,Convenience Store
881,Pelham Bay,40.85064140940335,-73.8320737824047,Chirping Chicken,40.84745434282861,-73.83076149559376,BBQ Joint
882,Pelham Bay,40.85064140940335,-73.8320737824047,Villa Barone Ristorante,40.853225226780154,-73.82730476570323,Italian Restaurant
883,Pelham Bay,40.85064140940335,-73.8320737824047,CVS pharmacy,40.852422067925474,-73.82724053586031,Pharmacy
884,Pelham Bay,40.85064140940335,-73.8320737824047,Chase Bank,40.847036797145186,-73.8315611982967,Bank
885,Pelham Bay,40.85064140940335,-73.8320737824047,Vivienne's Bar,40.84794857088276,-73.83127639864472,Dive Bar
886,Pelham Bay,40.85064140940335,-73.8320737824047,Subway,40.8525003,-73.8274676,Sandwich Place
887,Pelham Bay,40.85064140940335,-73.8320737824047,Lehigh Wines & Liquors,40.846699639974574,-73.8328505463829,Food & Drink Shop
888,Pelham Bay,40.85064140940335,-73.8320737824047,SUBWAY / Convenient Store,40.84635,-73.832075,Sandwich Place
889,Pelham Bay,40.85064140940335,-73.8320737824047,Chase Bank,40.85201912415025,-73.82961617810025,Bank
890,Pelham Bay,40.85064140940335,-73.8320737824047,7-Eleven,40.8518317191355,-73.8287814614068,Convenience Store
891,Pelham Bay,40.85064140940335,-73.8320737824047,Capital One Bank,40.8478513,-73.8308669,Bank
892,Pelham Bay,40.85064140940335,-73.8320737824047,Dunkin',40.84640780925593,-73.83157343124185,Donut Shop
893,Pelham Bay,40.85064140940335,-73.8320737824047,"Marjorie A Varrichio, Attorney At Law",40.85043572847539,-73.83004120150858,Lawyer
894,Pelham Bay,40.85064140940335,-73.8320737824047,Caribe Restaurant,40.846640216782845,-73.8319418266052,Latin American Restaurant
895,Pelham Bay,40.85064140940335,-73.8320737824047,Aliano Hair Salon,40.851534,-73.829447,Salon / Barbershop
896,Pelham Bay,40.85064140940335,-73.8320737824047,Burger King,40.852655,-73.827742,Fast Food Restaurant
897,Pelham Bay,40.85064140940335,-73.8320737824047,Electric Paradise,40.852086627165875,-73.8292404317087,Cosmetics Shop
898,Pelham Bay,40.85064140940335,-73.8320737824047,King Hing,40.852266,-73.829225,Chinese Restaurant
899,Pelham Bay,40.85064140940335,-73.8320737824047,Kennedy Chicken & Sandwiches,40.85281738889092,-73.82768787841928,Fast Food Restaurant
900,Pelham Bay,40.85064140940335,-73.8320737824047,MTA Subway - Buhre Ave (6),40.84705848133008,-73.83228926137434,Metro Station
901,Pelham Bay,40.85064140940335,-73.8320737824047,MTA Bus - Bx12 (Amendola Pl & Westchester Ave),40.852508793732234,-73.82734364953771,Bus Stop
902,Pelham Bay,40.85064140940335,-73.8320737824047,MTA Subway - Pelham Bay Park (6),40.85272511413305,-73.82729063045713,Metro Station
903,Pelham Bay,40.85064140940335,-73.8320737824047,Gana Wines and Spirits,40.85279994758787,-73.82717540600392,Liquor Store
904,Schuylerville,40.82657951686922,-73.82620275994073,Brewski's Bar & Grill,40.82664104244332,-73.82248599450232,Bar
905,Schuylerville,40.82657951686922,-73.82620275994073,Cabo,40.825959684250584,-73.82135166456302,Mexican Restaurant
906,Schuylerville,40.82657951686922,-73.82620275994073,Pete's Donut Shop & Restaurant,40.82641164206352,-73.82160457227829,Diner
907,Schuylerville,40.82657951686922,-73.82620275994073,Cestra's Pizza,40.828733,-73.823949,Pizza Place
908,Schuylerville,40.82657951686922,-73.82620275994073,Legendary Bar and Restaurant,40.83086249247355,-73.82638588514928,American Restaurant
909,Schuylerville,40.82657951686922,-73.82620275994073,Dunkin',40.8263461,-73.8221727,Donut Shop
910,Schuylerville,40.82657951686922,-73.82620275994073,Taqueria Lupita,40.829202506332805,-73.8268924774988,Mexican Restaurant
911,Schuylerville,40.82657951686922,-73.82620275994073,Rite Aid,40.8293809,-73.8252446,Pharmacy
912,Schuylerville,40.82657951686922,-73.82620275994073,Subway,40.82678680170033,-73.82269183738958,Sandwich Place
913,Schuylerville,40.82657951686922,-73.82620275994073,Pete's Diner,40.82642502764433,-73.82156218165076,Diner
914,Schuylerville,40.82657951686922,-73.82620275994073,Vapor Lounge,40.82608421549082,-73.82150886877642,Hookah Bar
915,Schuylerville,40.82657951686922,-73.82620275994073,McDonald's,40.82759966816098,-73.82364126470975,Fast Food Restaurant
916,Schuylerville,40.82657951686922,-73.82620275994073,Chase Bank,40.830498,-73.826449,Bank
917,Schuylerville,40.82657951686922,-73.82620275994073,CVS pharmacy,40.82561694240552,-73.82075125799814,Pharmacy
918,Schuylerville,40.82657951686922,-73.82620275994073,Domino's Pizza,40.82687097197242,-73.8227927684784,Pizza Place
919,Schuylerville,40.82657951686922,-73.82620275994073,7-Eleven,40.8309841,-73.8269655,Convenience Store
920,Schuylerville,40.82657951686922,-73.82620275994073,Bronx Pizzeria,40.82918212001169,-73.82689263566755,Pizza Place
921,Schuylerville,40.82657951686922,-73.82620275994073,Ronnie's Pizza,40.82956314086914,-73.82475280761719,Pizza Place
922,Edgewater Park,40.821986118163494,-73.81388514428619,Muscle Maker Grill,40.81939123374593,-73.81729767562672,American Restaurant
923,Edgewater Park,40.821986118163494,-73.81388514428619,The Miles Coffee Bar,40.81946172710321,-73.81735175518574,Coffee Shop
924,Edgewater Park,40.821986118163494,-73.81388514428619,Tosca Café,40.819204436132736,-73.81746681637895,Bar
925,Edgewater Park,40.821986118163494,-73.81388514428619,Patricia's of Tremont,40.823118889430276,-73.81940281496017,Italian Restaurant
926,Edgewater Park,40.821986118163494,-73.81388514428619,Green Dragon,40.81887820776003,-73.81679306899113,Asian Restaurant
927,Edgewater Park,40.821986118163494,-73.81388514428619,The Wicked Wolf,40.81968770624791,-73.81735925205253,Pub
928,Edgewater Park,40.821986118163494,-73.81388514428619,Tommy's Pizzeria,40.81957293563141,-73.81748174041417,Pizza Place
929,Edgewater Park,40.821986118163494,-73.81388514428619,Bicentennial Veterans Memorial park,40.82424235914897,-73.81420155901135,Park
930,Edgewater Park,40.821986118163494,-73.81388514428619,S & W Deli,40.81948470960523,-73.81758001179004,Deli / Bodega
931,Edgewater Park,40.821986118163494,-73.81388514428619,Bridges Sports Bar,40.81894927151521,-73.8173667230774,Sports Bar
932,Edgewater Park,40.821986118163494,-73.81388514428619,Tosca Marquee,40.81922225798978,-73.81760066505247,Italian Restaurant
933,Edgewater Park,40.821986118163494,-73.81388514428619,Spoto's Italian Restaurant,40.82039946759965,-73.8177024901674,Italian Restaurant
934,Edgewater Park,40.821986118163494,-73.81388514428619,Rino's Italian Restaurant,40.82123091031154,-73.81874315720901,Italian Restaurant
935,Edgewater Park,40.821986118163494,-73.81388514428619,Franks Pizza & Restaurant,40.818721232539104,-73.81723942127738,Pizza Place
936,Edgewater Park,40.821986118163494,-73.81388514428619,BP,40.81999403957201,-73.80997695404865,Donut Shop
937,Edgewater Park,40.821986118163494,-73.81388514428619,Ruane's Deli,40.822433,-73.810703,Deli / Bodega
938,Edgewater Park,40.821986118163494,-73.81388514428619,Ice Capades,40.820303,-73.817584,Ice Cream Shop
939,Edgewater Park,40.821986118163494,-73.81388514428619,Jenny's Nail Salon,40.820199,-73.817559,Spa
940,Edgewater Park,40.821986118163494,-73.81388514428619,Bridges,40.818697,-73.817371,Coffee Shop
941,Castle Hill,40.819014376988314,-73.84802729582735,Shorehaven Diner,40.819694502732986,-73.8478884732003,Diner
942,Castle Hill,40.819014376988314,-73.84802729582735,Franks Original Pizza Italia,40.82286427195636,-73.84890931755929,Pizza Place
